0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	Species	Strain
VEuPathDB	PF3D7_0100400	RIF		GO:0020013	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100400	RIF		GO:0020033	PMID:10430943	TAS		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100400	RIF		GO:0020035	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100400	RIF		GO:0020002	PMID:10430943	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100400	RIF		GO:0020003	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100400	RIF		GO:0020036	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100400	RIF		GO:0046812	PMID:25751816	IDA		F	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100600	RIF		GO:0020033	PMID:10430943	TAS		P	rifin	RIF-B	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100600	RIF		GO:0020002	PMID:10430943	IDA		C	rifin	RIF-B	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100800	RIF		GO:0020013	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100800	RIF		GO:0020033	PMID:10430943	TAS		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100800	RIF		GO:0020035	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100800	RIF		GO:0020002	PMID:10430943	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100800	RIF		GO:0020003	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100800	RIF		GO:0020036	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100900	RIF		GO:0020013	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100900	RIF		GO:0020033	PMID:10430943	TAS		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100900	RIF		GO:0020035	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100900	RIF		GO:0020002	PMID:10430943	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100900	RIF		GO:0020003	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0100900	RIF		GO:0020036	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101000	RIF		GO:0020013	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101000	RIF		GO:0020033	PMID:10430943	TAS		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101000	RIF		GO:0020035	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101000	RIF		GO:0020002	PMID:10430943	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101000	RIF		GO:0020003	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101000	RIF		GO:0020036	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101100	EPF4		GO:0020036	PMID:23517413	IDA		C	exported protein family 4		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101200	EPF3		GO:0020036	PMID:23517413	IDA		C	exported protein family 3		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101300	MC-2TM		GO:0042000	PMID:15140830	TAS		P	Pfmc-2TM Maurer's cleft two transmembrane protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101300	MC-2TM		GO:0016020	PMID:15140830	IDA		C	Pfmc-2TM Maurer's cleft two transmembrane protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101300	MC-2TM		GO:0020036	PMID:15140830	IDA		C	Pfmc-2TM Maurer's cleft two transmembrane protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101600	RIF		GO:0020013	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101600	RIF		GO:0020033	PMID:10430943	TAS		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101600	RIF		GO:0020035	PMID:25751816	IDA		P	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101600	RIF		GO:0020002	PMID:10430943	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101600	RIF		GO:0020003	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101600	RIF		GO:0020036	PMID:25751816	IDA		C	rifin	RIF-A	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101800	PF3D7_0101800		GO:0020013	PMID:25011110	IDA		P	stevor		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101900	RIF		GO:0020033	PMID:10430943	TAS		P	rifin	RIF-B	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0101900	RIF		GO:0020002	PMID:10430943	IDA		C	rifin	RIF-B	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0050776	PMID:19816792	TAS		P	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0020002	PMID:19816792	IDA		C	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0020003	PMID:1997422	IDA		C	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0020020	PMID:21136929	HDA		C	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0020026	PMID:2209790	IDA		C	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0020026	PMID:34976861	IDA		C	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0044228	PMID:33774908	IDA		C	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:1903561	PMID:28944300	HDA		C	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0005515	PMID:17468340	IPI	UniProt:P11277	F	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0005515	PMID:33774908	IPI	GeneDB:PF3D7_0302200	F	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0005515	PMID:33774908	IPI	GeneDB:PF3D7_0500800	F	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0005515	PMID:33774908	IPI	GeneDB:PF3D7_0905400	F	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0005515	PMID:33774908	IPI	GeneDB:PF3D7_0929400	F	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102200	RESA		GO:0005515	PMID:33774908	IPI	GeneDB:PF3D7_0936800	F	ring-infected erythrocyte surface antigen	Pf155|RESA1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102300	PF3D7_0102300		GO:0020011	PMID:30212465	HDA		C	Plasmodium exported protein, unknown function		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102300	PF3D7_0102300		GO:0043657	PMID:16507167	RCA		C	Plasmodium exported protein, unknown function		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102500	EBA181		GO:0044409	PMID:12556470	IMP		P	erythrocyte binding antigen-181	JESEBL	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102500	EBA181		GO:0098609	PMID:12556470	IDA		P	erythrocyte binding antigen-181	JESEBL	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102500	EBA181		GO:0020009	PMID:12556470	IDA		C	erythrocyte binding antigen-181	JESEBL	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102500	EBA181		GO:1903561	PMID:28944300	HDA		C	erythrocyte binding antigen-181	JESEBL	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102500	EBA181		GO:0008201	PMID:24212193	IDA		F	erythrocyte binding antigen-181	JESEBL	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102500	EBA181		GO:0033691	PMID:12556470	IDA		F	erythrocyte binding antigen-181	JESEBL	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102600	FIKK1		GO:0006468	PMID:32284562	IMP		P	serine/threonine protein kinase, FIKK family	TSTK1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102600	FIKK1		GO:0044003	PMID:32284562	IMP		P	serine/threonine protein kinase, FIKK family	TSTK1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102600	FIKK1		GO:0020036	PMID:32284562	IDA		C	serine/threonine protein kinase, FIKK family	TSTK1	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102700	MaTrA		GO:0009986	PMID:15383306	IDA		C	merozoite-associated tryptophan-rich antigen		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102900	PF3D7_0102900		GO:0006422	PMID:19443655	IDA		P	aspartate--tRNA ligase		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102900	PF3D7_0102900		GO:0005634	PMID:23181666	HDA		C	aspartate--tRNA ligase		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102900	PF3D7_0102900		GO:0003723	PMID:33906926	HDA		F	aspartate--tRNA ligase		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102900	PF3D7_0102900		GO:0004815	PMID:19443655	IDA		F	aspartate--tRNA ligase		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0102900	PF3D7_0102900		GO:0042803	PMID:19443655	IDA		F	aspartate--tRNA ligase		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103100	VPS51		GO:0015031	GO_REF:0000024	ISS	UniProt:P36116	P	vacuolar protein sorting-associated protein 51, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103100	VPS51		GO:0042147	GO_REF:0000024	ISS	UniProt:P36116	P	vacuolar protein sorting-associated protein 51, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103100	VPS51		GO:0005794	GO_REF:0000024	ISS	UniProt:P36116	C	vacuolar protein sorting-associated protein 51, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103200	NT4		GO:0006863	PMID:22670848	IDA		P	nucleoside transporter 4	ENT4	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103200	NT4		GO:0015860	PMID:22670848	IDA		P	nucleoside transporter 4	ENT4	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103200	NT4		GO:0016020	PMID:11152613	ISM	CBS:TMHMM	C	nucleoside transporter 4	ENT4	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103200	NT4		GO:0005345	PMID:22670848	IDA		F	nucleoside transporter 4	ENT4	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103200	NT4		GO:0015211	PMID:22670848	IDA		F	nucleoside transporter 4	ENT4	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103600	PSH1		GO:0005634	PMID:31469232	IDA		C	ATP-dependent DNA/RNA helicase PSH1		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103600	PSH1		GO:0005737	PMID:31469232	IDA		C	ATP-dependent DNA/RNA helicase PSH1		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103600	PSH1		GO:0020011	PMID:30212465	HDA		C	ATP-dependent DNA/RNA helicase PSH1		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103600	PSH1		GO:0003724	PMID:31469232	IDA		F	ATP-dependent DNA/RNA helicase PSH1		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103600	PSH1		GO:0016887	PMID:31469232	IDA		F	ATP-dependent DNA/RNA helicase PSH1		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103600	PSH1		GO:0043138	PMID:31469232	IDA		F	ATP-dependent DNA/RNA helicase PSH1		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103600	PSH1		GO:0043139	PMID:31469232	IDA		F	ATP-dependent DNA/RNA helicase PSH1		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103800	ARP1		GO:0005869	GO_REF:0000024	ISS	UniProt:P38696	C	actin-related protein ARP1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103800	ARP1		GO:0020036	PMID:31631203	RCA		C	actin-related protein ARP1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103800	ARP1		GO:0045177	PMID:20580650	ISO	GeneDB:PBANKA_0209300	C	actin-related protein ARP1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103800	ARP1		GO:0005200	GO_REF:0000024	ISS	UniProt:P38696	F	actin-related protein ARP1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0103900	PIESP15		GO:0005515	PMID:33515807	IPI	GeneDB:PF3D7_0702900	F	parasite-infected erythrocyte surface protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104000	TRSP		GO:0044409	PMID:17418435	ISO	GeneDB:PBANKA_0209100	P	thrombospondin-related sporozoite protein	S21	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104000	TRSP		GO:0009986	PMID:27128092	HDA		C	thrombospondin-related sporozoite protein	S21	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104100	PF3D7_0104100		GO:0052553	PMID:32407410	ISO	GeneDB:PY17X_0210400	P	protein E140, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104100	PF3D7_0104100		GO:0009986	PMID:27128092	HDA		C	protein E140, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104100	PF3D7_0104100		GO:0016020	PMID:11152613	ISM	CBS:TMHMM	C	protein E140, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104100	PF3D7_0104100		GO:0020005	PMID:32407410	ISO	GeneDB:PY17X_0210400	C	protein E140, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104100	PF3D7_0104100		GO:0045177	PMID:32407410	ISO	GeneDB:PY17X_0210400	C	protein E140, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104100	PF3D7_0104100		GO:0045178	PMID:32407410	ISO	GeneDB:PY17X_0210400	C	protein E140, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104200	PF3D7_0104200		GO:0015914	PMID:24043620	IDA		P	StAR-related lipid transfer protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104200	PF3D7_0104200		GO:2001139	PMID:27694132	IMP		P	StAR-related lipid transfer protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104200	PF3D7_0104200		GO:0016020	PMID:24043620	IDA		C	StAR-related lipid transfer protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104200	PF3D7_0104200		GO:0020003	PMID:18551176|PMID:24043620	IDA		C	StAR-related lipid transfer protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104200	PF3D7_0104200		GO:0044164	PMID:18551176	IDA		C	StAR-related lipid transfer protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104200	PF3D7_0104200		GO:0008525	PMID:24043620	IDA		F	StAR-related lipid transfer protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104200	PF3D7_0104200		GO:0008526	PMID:24043620	IDA		F	StAR-related lipid transfer protein		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104300	UBP1		GO:0006511	GO_REF:0000011	ISM	InterPro:IPR018200	P	ubiquitin carboxyl-terminal hydrolase 1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104300	UBP1		GO:0006897	PMID:31896710	IMP		P	ubiquitin carboxyl-terminal hydrolase 1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104300	UBP1		GO:0009410	PMID:31896710	IMP		P	ubiquitin carboxyl-terminal hydrolase 1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104300	UBP1		GO:0005634	PMID:23181666	HDA		C	ubiquitin carboxyl-terminal hydrolase 1, putative		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104400	LytB		GO:0019288	PMID:16289098	IDA		P	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	IspH	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104400	LytB		GO:0020011	PMID:30212465	HDA		C	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	IspH	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104400	LytB		GO:0020011	PMID:21690250	ISO	UniProt:S7WDA3	C	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	IspH	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104400	LytB		GO:0051745	PMID:16289098	IDA		F	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	IspH	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104700	MFR2		GO:0005886	PMID:34756057	IDA		C	major facilitator superfamily-related transporter, putative	ApiAT9	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104800	NPT1		GO:0015819	PMID:28205520	ISO	GeneDB:PBANKA_0208300	P	novel putative transporter 1, putative	ApiAT8	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104800	NPT1		GO:0005886	PMID:31915223	IDA		C	novel putative transporter 1, putative	ApiAT8	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104800	NPT1		GO:0005886	PMID:34756057	IDA		C	novel putative transporter 1, putative	ApiAT8	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0104800	NPT1		GO:0071944	PMID:21752110	ISO	GeneDB:PBANKA_0208300	C	novel putative transporter 1, putative	ApiAT8	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105200	RAP1		GO:0005739	PMID:35277503	IDA		C	RAP protein RAP1	RAP01	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105200	RAP1		GO:0005739	PMID:30102371	ISO	GeneDB:PBANKA_0208100	C	RAP protein RAP1	RAP01	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105200	RAP1		GO:0005739	PMID:34494883	RCA		C	RAP protein RAP1	RAP01	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105200	RAP1		GO:0003729	PMID:27381095	HDA		F	RAP protein RAP1	RAP01	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105200	RAP1		GO:0019843	PMID:35277503	IDA		F	RAP protein RAP1	RAP01	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105200	RAP1		GO:0097177	PMID:35277503	IDA		F	RAP protein RAP1	RAP01	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105300	CAP		GO:0003785	PMID:20083609	IDA		F	cyclase-associated protein	C-CAP	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105300	CAP		GO:0008179	PMID:20083609	IDA		F	cyclase-associated protein	C-CAP	protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
VEuPathDB	PF3D7_0105500	PF3D7_0105500		GO:0005739	PMID:35984838	IDA		C	conserved protein, unknown function		protein_coding	taxon:36329	20240321	GeneDB			P.falciparum	3D7
